f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,target
0,2,16,74,64,166,167,8,8,0,0
0,26,12,67,39,133,113,0,5,0,0
0,14,10,48,49,178,177,4,4,0,0
3,28,14,57,52,79,70,1,0,0,0
0,14,19,64,29,23,29,4,4,0,0
0,14,11,54,58,112,114,4,4,0,0
0,14,20,60,28,99,97,4,4,0,0
0,24,18,38,22,42,54,4,4,0,0
0,14,17,63,46,107,92,4,2,0,0
0,34,14,36,16,39,65,4,4,0,0
0,21,6,70,40,212,214,0,5,0,0
0,14,20,24,12,61,53,4,4,0,0
0,22,10,59,53,90,93,3,3,0,0
0,13,4,72,59,63,52,7,5,0,0
28,14,17,64,45,34,25,2,5,0,0
0,30,10,51,41,70,51,1,0,0,0
0,14,15,53,23,118,99,4,0,0,0
0,14,15,45,25,112,114,4,4,0,0
0,14,17,58,30,63,69,4,0,0,0
0,14,21,35,12,40,32,4,4,0,0
0,14,26,88,51,60,56,4,4,0,1
0,20,14,40,20,86,77,0,1,0,0
0,19,23,43,50,132,139,5,0,0,0
28,12,13,54,57,85,95,7,1,0,0
29,14,13,70,36,45,32,4,4,0,1
0,19,21,57,56,129,133,6,6,0,0
0,14,20,82,45,130,121,4,4,0,0
0,18,8,46,59,20,21,3,8,0,0
0,14,15,3,7,87,71,4,3,0,0
0,23,13,33,32,93,100,4,4,0,0
0,14,19,12,15,21,19,7,0,0,1
47,8,18,61,48,91,116,7,7,0,0
0,14,21,76,82,136,116,4,4,0,0
0,19,5,57,42,214,210,3,0,0,0
0,14,16,84,92,112,114,6,5,0,0
0,14,21,50,14,81,63,4,4,0,0
41,19,15,74,46,55,55,7,2,0,0
0,14,18,75,61,112,114,4,4,0,0
0,22,13,43,34,177,161,0,6,0,0
0,31,18,0,3,96,97,4,4,0,0
0,12,11,63,58,53,38,7,2,0,0
0,20,15,29,11,153,123,0,0,0,0
0,14,6,63,31,160,157,4,4,0,0
1,25,11,62,46,35,33,0,7,0,0
1,22,7,33,19,133,110,0,0,0,0
0,14,12,51,44,15,29,4,4,0,0
8,24,18,63,55,111,107,7,7,0,1
1,7,8,82,60,220,222,7,7,0,0
69,14,7,69,91,97,104,6,8,0,1
0,14,14,33,15,112,114,4,4,0,0
0,17,16,46,62,127,139,6,7,0,0
0,6,10,46,39,143,153,7,6,0,0
0,14,9,35,39,112,114,4,4,0,0
0,30,15,71,72,102,105,2,0,0,0
0,23,11,51,30,225,229,0,0,0,0
0,14,13,27,15,102,97,4,4,0,0
0,22,13,52,56,62,55,7,2,0,0
52,14,14,71,54,166,176,7,7,0,0
0,14,9,67,25,126,122,4,4,0,0
13,8,8,88,68,123,156,7,3,0,0
0,14,8,3,5,70,76,4,4,0,0
0,23,23,44,43,155,159,0,2,0,0
0,14,24,28,38,160,181,4,4,0,0
3,14,12,79,60,112,114,4,4,0,0
4,6,21,59,67,105,115,7,7,0,0
89,14,20,83,76,5,6,4,4,0,1
0,28,17,30,22,219,218,0,0,0,0
0,14,5,81,72,112,114,7,8,0,1
0,30,18,14,6,93,73,2,1,0,0
22,14,24,86,45,112,114,4,4,0,0
0,15,21,44,31,18,38,7,2,0,0
13,0,18,88,77,104,129,8,8,0,1
0,22,16,45,31,92,94,0,0,0,0
22,4,13,78,63,217,223,6,6,0,1
30,1,22,72,53,61,89,8,3,0,0
48,9,18,62,60,139,158,3,2,0,1
4,3,24,40,34,4,10,4,4,0,0
0,31,13,35,22,129,118,0,0,0,0
0,14,18,47,49,121,136,4,4,0,0
18,14,15,49,25,39,54,0,2,0,0
0,14,5,44,15,41,36,4,4,0,0
0,14,13,47,45,134,141,4,4,0,0
0,14,12,54,63,146,128,4,4,0,0
0,6,29,68,51,141,130,7,7,0,0
1,24,22,71,29,119,70,1,1,0,0
12,4,12,74,57,26,40,8,6,0,1
0,4,29,53,54,39,41,7,7,0,0
0,14,16,32,49,112,114,8,2,0,0
3,14,17,59,50,114,130,4,8,0,0
1,33,7,49,51,47,30,0,1,0,0
120,14,15,84,71,169,188,8,0,0,0
0,14,14,46,17,103,116,4,4,0,0
0,14,7,27,37,125,125,3,0,0,0
0,33,9,47,44,36,32,1,0,0,0
3,10,11,60,57,12,13,7,7,0,0
0,14,19,43,41,144,123,0,1,0,0
3,6,6,55,43,106,97,5,1,0,0
6,14,24,76,50,28,12,4,4,0,1
22,5,11,82,78,49,52,7,7,0,1
1,14,14,71,70,31,51,4,4,0,0
0,14,16,33,41,112,114,6,0,0,0
0,14,23,57,71,212,215,4,4,0,1
0,14,13,10,4,87,85,0,0,0,0
0,14,9,46,13,100,75,0,1,0,0
3,4,21,79,69,39,31,7,7,0,1
0,22,10,60,34,78,77,7,6,0,0
0,14,14,40,23,166,162,7,4,0,0
0,29,10,50,18,76,82,4,4,0,0
0,35,17,44,28,78,108,4,4,0,0
0,24,18,51,24,117,107,0,0,0,0
7,14,14,80,66,184,202,4,4,0,1
0,14,13,83,52,205,197,4,4,0,0
15,7,27,48,37,185,216,6,2,0,0
0,14,1,88,58,195,214,4,4,0,0
80,14,13,36,55,77,85,4,4,0,1
0,14,23,72,76,49,48,4,4,0,1
0,32,13,71,19,83,97,3,4,0,0
0,34,23,40,15,49,47,0,0,0,0
28,1,7,80,70,155,151,7,7,0,1
0,14,26,50,78,214,226,4,4,0,0
0,21,20,66,48,155,162,0,0,0,0
12,14,15,70,47,74,114,4,4,0,0
0,14,18,62,64,110,115,7,4,0,0
0,34,16,55,47,132,134,5,4,0,0
0,10,25,37,52,116,149,7,2,0,0
0,14,18,46,32,186,181,4,4,0,0
0,14,16,50,32,112,114,4,4,0,0
28,14,36,78,67,136,151,8,8,0,1
0,14,20,59,32,112,114,4,4,0,0
14,14,23,88,58,19,64,7,8,0,0
124,30,13,55,52,46,40,6,1,0,0
1,8,10,87,54,118,126,8,6,0,0
90,16,18,78,62,66,72,7,2,0,1
0,14,13,75,50,166,129,0,4,0,1
3,14,23,62,17,44,76,7,0,0,0
0,31,22,51,39,71,44,4,1,0,0
0,14,10,51,34,213,204,4,4,0,0
0,9,21,32,15,36,49,7,6,0,0
0,35,19,47,33,146,157,1,0,0,0
0,18,16,68,48,128,116,0,1,0,0
0,30,13,2,4,64,48,0,0,0,0
0,14,7,64,59,221,225,7,7,0,1
0,23,13,62,41,208,197,1,3,0,0
3,10,9,62,57,108,104,6,7,0,1
0,14,25,44,41,23,11,4,4,0,1
0,14,13,45,19,117,91,2,6,0,0
0,14,6,67,77,20,21,8,8,0,1
0,25,13,87,66,140,142,4,4,0,0
66,16,44,71,65,76,37,5,3,0,1
1,14,7,53,58,187,189,4,4,0,0
0,3,16,72,77,210,214,7,8,0,0
134,0,21,83,85,68,90,8,8,0,1
0,14,3,87,52,220,217,4,4,0,0
0,14,13,69,68,205,213,8,8,0,0
5,11,6,88,69,192,200,8,1,0,0
0,14,26,39,42,184,188,4,4,0,0
0,14,21,64,58,160,165,4,4,0,0
39,12,6,87,77,82,86,4,4,0,1
0,4,11,57,56,111,106,7,3,0,1
5,8,12,69,59,99,107,7,7,0,0
0,35,23,24,18,23,35,4,4,0,0
0,23,25,20,25,86,100,0,0,0,0
0,34,15,51,20,86,101,2,5,0,0
0,20,17,36,22,193,195,7,0,0,0
0,14,22,60,62,112,114,4,4,0,0
0,14,14,49,47,53,31,2,4,0,0
20,14,17,87,95,112,114,4,4,0,0
3,14,15,73,89,192,212,4,4,0,1
0,14,17,9,9,42,43,0,3,0,0
0,6,9,58,65,181,187,4,4,0,0
1,14,11,62,13,112,114,4,4,0,0
0,28,15,65,34,66,76,2,6,0,0
0,34,13,25,3,120,103,0,1,0,0
0,14,22,29,15,152,136,6,7,0,0
0,14,20,61,35,153,170,4,5,0,0
0,19,20,58,40,60,92,1,1,0,0
17,14,26,88,64,13,9,4,4,0,1
0,16,16,32,29,5,2,0,0,0,1
13,9,13,65,53,129,150,8,0,0,0
14,14,10,69,67,150,168,4,4,0,0
0,1,9,51,60,106,69,7,7,0,0
0,15,16,79,46,84,81,7,6,0,1
0,16,16,47,67,133,124,7,5,0,0
0,24,18,54,46,65,90,6,6,0,1
42,13,17,76,58,87,106,8,8,0,0
0,14,5,80,36,196,191,4,4,0,0
0,24,13,55,30,125,96,4,4,0,0
6,14,12,85,57,106,103,8,2,0,0
0,14,24,68,62,200,210,4,4,0,0
0,19,12,57,50,54,48,2,6,0,0
5,14,20,36,46,60,107,4,4,0,0
36,14,11,76,69,36,66,8,8,0,1
0,31,26,23,10,60,40,7,0,0,0
8,12,13,47,44,96,126,7,6,0,0
0,34,17,40,53,82,89,2,0,0,0
0,14,20,68,40,61,90,4,4,0,0
0,14,12,41,47,62,46,0,4,0,0
30,2,15,70,71,126,118,7,8,0,1
0,14,13,40,20,118,103,4,2,0,0
0,26,8,73,64,205,204,2,2,0,0
0,35,17,26,11,66,71,0,4,0,0
0,14,2,70,37,192,194,4,4,0,0
5,11,28,58,64,46,61,0,7,0,1
0,31,21,30,33,93,98,0,3,0,0
12,0,12,78,50,195,207,7,8,0,0
3,14,10,75,62,110,116,8,4,0,1
0,1,12,36,37,35,40,7,7,0,0
20,14,23,60,72,109,94,7,6,0,0
0,18,19,29,19,100,103,2,0,0,0
0,12,35,26,25,11,19,4,4,0,1
0,35,7,41,20,119,134,0,0,0,0
138,14,17,75,77,140,152,6,8,0,1
0,10,9,42,50,119,121,5,3,0,0
7,21,33,25,33,6,38,0,5,0,0
0,7,18,54,39,59,56,7,0,0,1
14,14,15,75,45,112,114,4,4,0,0
0,14,6,42,26,202,195,4,4,0,0
0,14,22,53,62,191,177,4,4,0,0
0,25,13,49,49,107,85,2,2,0,0
0,14,24,88,74,145,130,7,3,0,0
20,17,32,29,29,1,2,4,4,0,0
1,14,18,88,62,136,158,8,8,0,0
0,32,11,0,0,100,70,0,0,0,0
8,21,20,60,49,35,41,2,2,0,1
0,24,12,60,37,194,191,0,0,0,0
1,0,10,78,64,160,155,4,4,0,0
17,11,23,50,57,168,215,5,1,0,0
25,14,37,56,94,112,114,4,4,0,0
34,14,10,80,87,51,59,4,4,0,1
6,24,14,52,53,121,124,7,0,0,0
0,14,15,62,50,135,107,4,8,0,1
0,31,9,53,24,224,223,0,0,0,0
29,4,24,64,71,14,9,6,8,0,1
0,32,22,1,12,41,42,4,4,0,0
1,14,6,86,83,196,194,8,8,0,1
0,14,7,73,52,216,207,2,0,0,0
0,14,19,41,24,42,56,4,4,0,0
0,14,27,54,62,202,215,4,4,0,0
0,14,36,68,62,104,86,2,8,0,1
0,14,17,20,19,127,126,0,7,0,0
0,17,6,49,44,197,191,0,7,0,0
0,28,16,70,50,172,191,2,0,0,0
5,19,2,87,48,199,205,0,0,0,0
0,10,17,40,29,111,122,7,7,0,0
0,2,14,41,55,55,51,7,7,0,1
44,14,19,73,66,19,11,4,4,0,0
0,14,9,77,56,109,100,4,4,0,0
7,14,22,69,57,112,114,4,4,0,1
94,12,9,83,56,118,157,6,3,0,0
0,31,21,39,49,110,109,2,0,0,0
153,14,13,70,48,3,6,4,4,0,0
91,14,11,79,61,126,159,4,4,0,0
1,2,21,58,62,152,157,7,7,0,1
0,31,10,52,48,31,22,2,1,0,0
0,14,9,70,45,167,171,0,2,0,0
0,14,10,48,58,150,149,4,4,0,0
22,5,14,88,90,49,67,4,4,0,1
0,14,22,29,35,63,75,4,3,0,0
0,14,9,69,44,114,107,4,4,0,0
5,4,14,73,60,31,31,7,7,0,1
0,14,21,56,47,134,131,4,4,0,0
0,22,19,63,67,80,83,1,5,0,1
0,14,18,37,55,125,84,4,4,0,1
100,14,22,85,67,36,61,7,7,0,0
0,14,8,75,54,219,222,8,3,0,0
0,14,13,16,8,123,111,4,4,0,0
0,26,17,7,10,121,99,0,0,0,0
15,14,10,39,46,145,152,4,4,0,1
95,14,24,80,55,112,114,4,4,0,0
60,14,25,65,64,84,93,4,5,0,0
0,28,14,25,11,167,151,0,0,0,0
0,15,18,69,4,68,45,4,4,0,0
66,14,21,75,85,47,61,4,4,0,1
1,2,9,84,76,150,180,4,4,0,0
26,14,1,73,93,172,168,8,8,0,1
0,14,22,45,44,148,146,4,4,0,0
3,33,19,64,71,117,135,1,5,0,0
0,2,21,70,83,70,75,7,7,0,1
24,5,13,88,69,80,102,8,7,0,0
0,14,12,64,56,224,231,7,4,0,0
30,6,21,65,59,136,109,8,6,0,1
1,14,5,88,67,204,205,8,7,0,1
0,14,13,69,55,185,199,4,4,0,0
113,14,14,77,65,74,89,4,4,0,0
19,14,19,63,23,112,114,4,4,0,0
0,14,10,62,20,203,168,4,4,0,0
0,16,5,79,45,203,207,0,3,0,0
0,14,17,7,10,47,31,4,4,0,0
0,14,20,2,4,76,62,4,4,0,0
0,19,8,77,33,199,196,7,2,0,0
6,20,8,59,66,123,131,2,1,0,1
36,2,17,82,92,13,8,7,7,0,1
0,29,25,15,18,21,18,4,4,0,0
0,29,18,4,3,136,117,0,0,0,0
0,7,5,86,44,184,181,4,4,0,0
0,14,7,30,13,68,58,4,4,0,0
0,14,11,57,34,220,226,0,4,0,0
0,14,11,69,62,217,214,4,4,0,0
0,14,12,49,53,84,86,4,4,0,0
0,34,23,52,46,61,55,0,0,0,0
0,14,15,62,23,112,114,4,4,0,0
3,19,4,88,49,227,232,0,0,0,0
3,14,12,82,48,118,105,7,8,0,0
0,14,26,58,61,141,160,4,7,0,1
0,2,17,61,92,117,147,7,7,0,1
1,14,7,60,69,36,34,4,4,0,0
0,24,12,74,40,159,172,4,4,0,0
3,13,9,88,36,195,183,7,5,0,0
0,14,15,20,6,112,114,4,4,0,0
1,16,3,87,54,225,230,0,0,0,0
0,14,13,29,34,227,232,4,4,0,0
0,14,10,50,21,116,109,4,0,0,0
0,26,14,13,12,194,191,0,0,0,0
0,14,26,86,94,112,114,4,4,0,1
0,20,20,41,85,157,169,0,6,0,1
0,4,20,41,51,121,130,6,7,0,0
0,28,15,41,30,91,107,5,2,0,0
0,35,21,41,43,140,137,3,0,0,0
0,14,13,49,62,158,177,4,4,0,0
0,35,20,0,1,21,14,0,0,0,0
0,8,11,73,58,208,217,7,8,0,0
0,14,15,48,30,138,145,4,0,0,0
0,14,14,54,27,129,125,4,4,0,0
0,5,24,62,52,127,125,7,6,0,0
0,26,26,78,37,60,58,4,4,0,0
10,14,9,65,65,48,56,8,4,0,0
0,0,13,53,64,198,191,7,8,0,1
0,14,15,59,46,113,125,4,4,0,0
0,35,25,9,5,69,82,0,0,0,0
0,24,15,19,20,100,87,0,1,0,0
0,26,22,62,11,81,66,6,6,0,0
0,29,19,35,12,199,198,0,0,0,0
6,19,21,60,58,164,178,6,6,0,1
0,14,5,70,36,112,114,4,4,0,0
0,14,9,67,50,96,105,0,6,0,0
26,14,7,78,55,120,118,3,0,0,1
14,5,15,62,68,7,7,7,7,0,0
12,0,6,72,81,214,226,8,8,0,0
0,35,14,18,12,67,70,0,0,0,0
1,7,6,67,58,212,208,7,7,0,0
0,0,8,54,53,204,210,7,7,0,0
15,17,16,34,36,12,37,2,3,0,0
32,14,17,77,55,2,6,4,4,0,0
0,14,15,60,39,173,163,0,8,0,0
0,14,17,54,49,80,51,0,4,0,1
0,29,17,60,56,89,80,0,0,0,0
76,2,8,82,73,55,83,8,8,0,0
1,20,10,87,50,180,186,7,0,0,0
0,14,20,47,67,69,92,4,8,0,1
0,14,36,61,31,56,70,8,4,0,0
0,14,26,35,20,112,114,4,4,0,0
65,14,24,79,35,52,53,4,4,0,0
0,26,10,50,52,220,220,0,0,0,0
0,14,16,77,47,21,72,7,4,0,1
0,14,13,51,40,219,225,2,3,0,0
0,14,7,41,15,105,108,4,4,0,0
0,14,10,60,33,173,158,4,4,0,0
5,21,10,84,66,143,123,1,6,0,0
0,14,20,55,62,156,175,4,4,0,1
1,9,23,67,59,126,140,7,6,0,0
131,14,15,88,96,128,142,4,4,0,1
0,14,16,55,49,112,114,0,0,0,0
0,29,9,50,18,100,83,0,0,0,0
0,22,8,59,50,132,104,1,0,0,0
3,17,14,62,45,125,122,4,4,0,0
0,7,9,48,29,165,158,7,7,0,0
0,14,19,50,36,187,163,4,4,0,0
15,2,11,86,86,13,14,7,7,0,1
0,14,20,52,53,129,107,4,4,0,0
1,16,8,87,69,169,181,4,4,0,0
0,14,13,64,66,167,152,4,4,0,0
0,14,21,87,81,212,212,6,7,0,0
0,1,12,66,55,147,165,7,7,0,0
0,32,14,24,22,106,103,4,4,0,0
0,17,14,68,69,100,123,7,3,0,0
0,14,22,72,53,117,122,8,2,0,1
0,14,14,44,40,222,222,4,4,0,0
4,14,22,39,79,212,218,6,7,0,1
42,7,11,69,63,61,57,8,7,0,1
29,14,22,76,61,11,100,4,4,0,1
0,17,36,27,27,1,0,3,6,0,1
20,14,15,74,67,192,191,4,4,0,0
109,14,25,60,68,178,197,7,8,0,1
39,14,8,51,39,133,150,4,4,0,0
7,14,9,51,45,112,114,4,4,0,0
0,14,16,60,29,112,114,4,4,0,0
0,14,21,40,42,78,109,4,7,0,0
0,20,16,59,40,32,25,5,5,0,1
0,11,9,50,26,220,220,0,0,0,0
58,0,24,81,79,42,65,7,8,0,1
0,23,11,30,5,150,139,0,2,0,0
6,14,14,71,58,112,114,4,4,0,1
24,28,11,52,45,161,173,4,4,0,0
5,14,16,59,52,112,114,6,6,0,0
7,14,31,76,72,62,85,4,4,0,1
0,31,19,62,52,90,70,0,6,0,1
10,14,11,48,41,130,136,4,4,0,0
0,14,7,86,96,173,181,4,4,0,0
0,0,24,10,25,87,74,7,8,0,1
47,15,15,74,62,36,28,7,7,0,0
138,14,24,74,81,166,178,4,4,0,1
5,14,27,75,49,102,91,1,7,0,0
0,12,29,47,26,97,109,6,7,0,0
0,14,6,58,54,180,171,4,4,0,0
10,14,11,74,55,112,114,4,4,0,0
5,14,11,46,49,126,136,4,4,0,0
0,8,17,39,44,209,216,7,2,0,0
113,5,41,70,61,22,21,7,7,0,1
119,5,23,63,63,61,61,6,7,0,1
0,19,11,65,31,184,186,0,3,0,0
92,6,10,60,85,39,40,7,7,0,1
0,14,6,33,26,165,147,4,4,0,0
71,2,24,81,79,140,122,8,3,0,1
6,3,14,63,57,105,130,7,7,0,0
1,27,5,54,49,133,122,0,0,0,0
44,13,20,72,71,6,32,6,6,0,0
0,14,17,81,70,112,114,4,4,0,0
0,14,14,52,30,112,114,4,4,0,0
0,35,18,39,36,31,17,1,7,0,0
25,9,10,75,45,142,167,6,5,0,0
0,14,13,40,47,41,21,1,4,0,0
0,14,17,47,24,3,7,1,4,0,0
0,14,14,39,13,116,107,4,4,0,0
0,31,24,30,10,73,61,5,7,0,0
0,30,11,59,62,32,33,3,2,0,1
1,14,22,59,43,86,94,7,2,0,0
3,4,2,86,56,116,116,8,7,0,0
1,14,4,81,77,147,146,4,8,0,1
8,11,8,64,66,177,181,7,7,0,0
0,14,21,53,69,71,53,6,3,0,0
0,24,18,51,18,67,53,7,7,0,0
14,14,16,50,56,74,92,4,4,0,0
13,3,13,63,51,57,45,7,7,0,0
0,23,3,69,32,204,207,0,0,0,0
0,14,8,62,56,159,158,1,0,0,0
0,14,27,55,30,75,82,4,4,0,0
0,14,18,43,9,104,83,0,0,0,0
0,14,29,61,25,112,114,4,4,0,1
0,23,14,40,46,132,115,0,1,0,0
0,14,12,38,38,101,120,4,4,0,0
10,14,16,77,71,112,114,7,7,0,1
0,14,20,45,10,3,2,7,3,0,0
94,13,11,70,62,47,42,7,6,0,1
0,14,20,43,27,213,210,4,4,0,0
0,14,6,85,94,112,114,4,4,0,0
0,14,21,57,41,112,114,4,4,0,0
0,7,12,65,20,39,37,7,6,0,0
0,14,18,66,23,133,129,4,4,0,0
0,14,6,68,27,187,163,4,4,0,0
19,7,10,81,79,17,13,7,7,0,1
0,14,16,27,12,74,68,0,0,0,0
1,14,13,86,59,91,109,8,7,0,0
0,14,16,82,56,201,197,4,4,0,0
0,14,29,44,53,18,41,4,4,0,0
0,27,18,38,20,116,106,3,2,0,0
0,22,25,59,52,61,53,7,6,0,1
0,16,18,59,43,92,89,7,6,0,0
0,25,19,40,39,121,113,0,1,0,0
13,14,17,81,75,179,191,4,4,0,1
0,14,5,88,71,125,125,4,4,0,0
0,20,12,51,41,180,162,0,6,0,0
3,6,7,81,67,219,224,8,7,0,1
0,8,14,53,41,80,91,7,7,0,0
10,14,11,46,46,207,220,4,4,0,0
1,0,15,76,96,18,73,8,8,0,1
1,14,7,56,47,205,212,4,4,0,0
10,14,16,63,52,112,114,3,5,0,1
152,14,18,80,47,14,10,8,4,0,1
91,14,5,87,68,136,151,4,4,0,1
68,14,26,70,56,93,112,4,4,0,1
1,24,37,42,24,58,16,4,4,0,1
0,10,7,46,37,173,183,7,6,0,0
4,4,11,75,63,140,151,4,4,0,1
0,15,9,50,24,137,125,2,5,0,0
8,3,6,88,80,109,110,4,4,0,1
0,19,21,38,25,140,159,4,0,0,0
0,14,10,46,23,205,212,4,4,0,0
0,29,21,33,40,190,213,4,4,0,0
0,25,15,37,48,90,54,0,1,0,0
0,5,11,68,38,186,195,6,7,0,0
6,14,14,79,90,175,171,4,4,0,1
1,14,12,56,55,112,114,4,4,0,0
0,23,12,87,43,198,184,0,0,0,0
0,13,12,14,15,28,15,7,6,0,0
0,14,10,4,3,152,133,4,4,0,0
14,1,13,77,50,36,34,7,7,0,1
0,14,20,45,47,94,77,0,4,0,0
0,14,9,36,42,196,188,4,4,0,0
0,30,15,55,23,75,101,0,1,0,0
0,14,0,88,65,209,216,4,4,0,0
0,14,12,8,23,58,78,4,4,0,0
0,14,8,49,30,191,198,4,4,0,0
5,14,5,85,75,113,110,8,8,0,1
0,7,5,87,74,162,164,1,8,0,0
1,31,18,44,50,106,89,2,1,0,0
0,14,5,66,36,218,217,4,4,0,0
0,24,14,67,34,203,204,0,0,0,0
3,8,19,62,44,139,136,7,6,0,1
20,0,15,82,79,92,112,8,8,0,1
5,5,11,69,35,150,164,7,6,0,0
0,15,13,64,61,128,133,4,6,0,0
0,14,10,46,34,189,184,4,4,0,0
1,14,12,66,57,180,197,4,4,0,0
95,14,21,55,59,202,205,4,4,0,1
14,4,21,52,59,124,144,6,3,0,0
0,14,16,61,32,112,114,3,7,0,0
12,21,16,68,70,24,63,1,0,0,0
0,14,12,63,23,163,132,4,4,0,0
33,16,20,62,55,51,64,5,0,0,1
0,16,8,76,42,220,226,0,2,0,0
0,14,14,73,82,54,59,4,4,0,1
17,32,21,25,18,80,69,0,2,0,0
0,14,16,60,59,112,114,1,0,0,0
0,26,13,64,39,77,52,2,3,0,0
0,26,9,53,43,179,192,1,2,0,0
0,14,16,64,84,112,114,6,8,0,1
0,14,10,19,16,185,161,7,4,0,0
0,14,25,21,61,32,19,4,4,0,0
16,14,16,72,83,116,130,8,8,0,1
0,14,7,72,36,167,161,4,4,0,0
1,16,6,87,61,164,164,7,0,0,0
0,32,6,50,42,172,184,0,0,0,0
0,14,19,19,16,112,114,4,4,0,0
0,7,41,66,64,38,21,7,2,0,0
0,8,12,69,85,64,55,7,6,0,0
0,1,10,58,69,30,32,7,8,0,0
62,14,44,84,93,112,114,4,4,0,0
0,14,12,48,48,159,139,4,4,0,1
0,29,14,43,45,76,62,1,5,0,1
1,16,9,61,27,55,53,7,3,0,0
0,14,2,88,64,218,222,8,1,0,0
121,14,28,86,63,6,11,8,8,0,0
0,14,15,64,21,109,110,4,4,0,0
0,24,16,50,30,76,78,0,0,0,0
17,14,15,69,68,141,153,4,4,0,1
12,14,14,62,59,117,100,4,4,0,0
17,14,10,55,27,60,26,7,2,0,0
21,14,15,81,66,202,216,4,4,0,1
127,14,15,83,68,112,114,4,4,0,0
0,8,20,69,76,118,118,7,8,0,1
0,7,20,60,51,48,57,7,3,0,0
0,13,11,47,42,114,107,0,2,0,0
0,30,12,63,16,99,97,0,0,0,0
107,16,25,67,30,19,12,7,2,0,0
4,14,31,48,88,33,27,8,8,0,1
0,19,14,48,19,153,151,6,5,0,0
0,14,6,77,42,112,114,4,4,0,0
0,14,17,46,27,66,34,4,4,0,0
0,14,12,55,23,112,114,4,4,0,0
0,32,25,5,15,59,49,5,5,0,0
0,14,11,48,18,128,110,4,4,0,0
0,28,23,4,4,95,75,1,7,0,0
107,14,28,40,85,11,10,4,4,0,1
0,14,16,60,47,112,114,0,4,0,1
0,33,26,10,8,196,184,2,0,0,0
0,15,11,16,15,122,92,3,6,0,0
0,4,16,70,71,79,115,8,8,0,0
0,14,8,29,16,145,135,2,1,0,0
15,14,13,75,62,92,102,7,7,0,0
1,4,29,42,45,136,124,6,2,0,0
0,22,14,50,19,107,116,3,4,0,0
0,25,14,36,22,116,131,0,2,0,0
6,14,9,80,57,112,114,4,4,0,0
0,14,22,77,33,173,171,0,4,0,0
0,14,13,41,38,221,225,4,4,0,0
0,14,3,69,51,221,224,4,4,0,0
0,19,18,34,38,121,135,4,4,0,0
0,14,12,62,72,151,137,4,4,0,0
0,23,11,60,35,191,198,0,0,0,0
0,13,16,57,53,196,201,6,3,0,0
0,14,15,52,21,137,121,4,4,0,0
0,11,21,41,46,45,50,7,6,0,0
0,14,21,42,24,190,172,4,7,0,0
0,14,14,57,16,97,89,4,4,0,0
30,14,29,60,34,28,37,4,4,0,0
0,14,11,48,53,67,96,4,4,0,1
16,14,9,87,57,216,224,4,4,0,0
9,14,12,46,35,68,110,2,1,0,0
8,14,23,49,63,131,147,4,4,0,0
139,14,12,88,87,142,136,4,4,0,1
0,14,10,16,7,131,131,0,0,0,0
13,14,8,85,45,112,114,4,4,0,1
0,0,19,71,82,180,182,7,7,0,0
0,27,12,49,22,131,113,0,0,0,0
0,17,16,52,64,9,5,1,6,0,0
5,14,17,78,84,112,114,4,4,0,1
1,14,11,74,41,204,207,0,2,0,0
0,33,14,52,43,119,138,0,0,0,0
4,4,14,72,72,204,189,7,8,0,0
0,20,22,81,40,223,226,0,4,0,0
1,14,16,25,11,35,28,4,8,0,0
3,14,13,79,42,52,38,4,4,0,0
0,2,13,51,48,86,69,6,6,0,0
0,14,17,76,51,112,114,8,8,0,0
0,11,14,68,54,100,81,2,6,0,0
0,22,25,44,43,119,121,0,0,0,0
0,14,24,66,68,55,65,4,4,0,1
0,14,19,35,53,123,99,4,4,0,1
37,14,24,87,30,112,114,4,4,0,0
0,14,9,69,63,96,97,4,8,0,0
0,9,7,48,33,134,125,5,5,0,0
49,14,9,87,85,14,14,4,4,0,0
0,14,23,34,17,36,28,8,0,0,0
0,16,24,40,77,40,100,0,8,0,0
1,16,20,49,46,214,218,7,0,0,0
0,14,5,86,52,225,229,4,4,0,0
1,14,11,65,18,174,151,4,4,0,0
0,10,20,73,49,3,3,5,2,0,0
9,29,11,61,59,5,5,2,0,0,0
0,14,15,42,11,123,117,4,4,0,0
0,14,13,82,57,148,171,8,8,0,0
0,33,19,57,25,35,32,2,3,0,0
0,12,15,34,35,48,45,5,4,0,0
62,6,29,87,88,4,2,4,4,0,1
0,26,7,54,38,225,230,0,0,0,0
0,14,10,85,60,191,201,4,4,0,0
0,14,11,68,61,95,80,8,8,0,1
0,10,24,34,23,150,147,7,8,0,1
5,14,8,71,40,148,152,4,4,0,0
0,11,14,48,61,106,87,3,7,0,0
0,34,17,32,11,119,98,0,0,0,0
0,7,26,65,49,203,169,5,7,0,0
9,14,14,81,70,111,117,8,7,0,1
0,35,14,40,20,36,25,0,3,0,0
0,31,17,14,14,56,61,4,4,0,0
0,6,20,68,52,124,120,5,7,0,0
0,20,16,69,34,201,188,0,0,0,0
0,14,16,62,56,112,114,5,1,0,1
24,14,8,71,57,223,231,0,6,0,0
0,30,27,19,16,16,39,1,7,0,0
0,32,13,22,9,50,40,0,0,0,0
0,5,15,77,69,99,107,2,3,0,0
0,33,18,37,7,81,96,1,0,0,0
14,8,16,55,60,174,197,7,0,0,0
